station,province,lat,lon,elevator_rows,n_owners,n_years,first_year,last_year,top_owner,top_rail,max_capacity_bushels,coord_source
Watino,ALBERTA,55.71917,-117.61722,5,2,4,1939,1943,Alberta Pacific Grain Co Ltd,Canadian Northern Alberta Ry Co,30000,cgn_direct
Woking,ALBERTA,55.5925,-118.77194,5,1,4,1939,1943,United Grain Growers Ltd,Canadian Northern Alberta Ry Co,47000,cgn_direct
Fort Langley,BRITISH COLUMBIA,49.16639,-122.58444,5,1,4,1939,1943,W S Rogers & Co,Canadian Northern Alberta Ry Co,,cgn_direct
Haney,BRITISH COLUMBIA,49.21667,-122.6,5,1,4,1939,1943,United Farmers Ltd,Canadian Northern Alberta Ry Co,,cgn_direct
Mission,BRITISH COLUMBIA,49.13333,-122.3,5,1,4,1939,1943,Vancouver Milling & Grain Co Ltd,Canadian Northern Alberta Ry Co,,cgn_direct
Vanderhoof,BRITISH COLUMBIA,54.0175,-124.0075,5,2,4,1939,1943,Gillespie Grain Co Ltd,Canadian Northern Alberta Ry Co,30000,cgn_direct
Wynndel,ALBERTA,49.18,-116.5525,5,1,4,1939,1943,Midland & Pacific Grain Corp Ltd,Canadian Northern Alberta Ry Co,45000,cgn_direct
Cloverdale,BRITISH COLUMBIA,49.10833,-122.725,5,2,4,1939,1943,Surrey Co-operative Association,Canadian Northern Alberta Ry Co,30000,cgn_direct
Rainy River,ONTARIO,48.72194,-94.56361,5,2,4,1939,1943,Mccabe Bros Grain Co Ltd,Canadian Northern Alberta Ry Co,,cgn_direct
Stratton,ONTARIO,48.6825,-94.16333,5,2,4,1939,1943,National Grain Co Ltd,Canadian Northern Alberta Ry Co,25000,cgn_direct
Sorel,QUEBEC,46.03333,-73.10833,5,2,4,1939,1943,North American Elevators Ltd,"Hamilton, Grimsby & Beamsville Electric Ry Co",3000000,cgn_direct
Unity..... (See page 117),SASKATCHEWAN,52.44212,-109.15749,5,3,2,1940,1941,"Saskatchewan Pool Elevators Ltd ""b",Canadian Pacific,28000,cgn_direct
Strome..... (See page 173),ALBERTA,52.81083,-112.06722,5,5,1,1940,1940,Independent Grain Co Ltd,Canadian Pacific,101000,cgn_direct
Vancouver..... (See pages 184 and 185),BRITISH COLUMBIA,49.26111,-123.11389,5,3,1,1941,1941,Empire Milling Co Ltd,Canadian Northern Alberta Ry Co,200000,cgn_direct
Grande Coulee,SASKATCHEWAN,50.43225,-104.8176,5,4,1,1943,1943,Inter-ocean Grain Co Ltd,Canadian Pacific,62000,agent_high
Hague..... (See page 118),SASKATCHEWAN,52.51071,-106.41735,5,5,1,1943,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,43000,cgn_direct
Myrnham,ALBERTA,53.66167,-111.23028,5,5,1,1943,1943,Northern Grain Co Ltd,Canadian Pacific,35000,agent_high
Vancouver..... (See pages 176 and 178),BRITISH COLUMBIA,49.26111,-123.11389,5,5,1,1943,1943,Pacific Elevators Ltd,,7111500,cgn_direct
Eye brow,SASKATCHEWAN,50.8022,-106.14925,4,4,1,1911,1911,Golden West Grain Co,Canadian Pacific,30000,cgn_direct
Dayslands,ALBERTA,52.86417,-112.255,4,4,1,1911,1911,Alberta Pacific Elevator Co,Canadian Pacific,30000,agent_high
Pumas,MANITOBA,50.38472,-99.08639,4,3,2,1911,1913,Western Canada Flour Mills Co,Canadian Northern Ry Co,25000,agent_high
Quadra,MANITOBA,50.13556,-100.85778,4,2,4,1911,1914,Scottish Co-operative Wholesale Society,Grand Trunk Pacific Ry Co,30000,cgn_direct
Redford,SASKATCHEWAN,52.32102,-108.7111,4,4,3,1911,1925,Atlas Elevator Co,Grand Trunk Pacific Ry Co,30000,agent_high
Nestor,ALBERTA,54.23861,-113.59333,4,2,4,1911,1914,Security Elevator Co,Grand Trunk Pacific Ry Co,30000,agent_medium
Crecelman,SASKATCHEWAN,49.82093,-103.3104,4,4,1,1912,1912,Lake Of The Woods Milling Co,Canadian Pacific,35000,agent_high
Brawardine,MANITOBA,49.99556,-100.46361,4,2,2,1920,1921,Northern Elevator Co Ltd,Canadian Pacific,34000,agent_high
Largs Siding,MANITOBA,50.26694,-99.92917,4,1,4,1921,1925,N Bawlf Grain Co Ltd,Canadian Pacific,30000,agent_high
Nesbit,MANITOBA,49.60139,-99.86278,4,1,4,1920,1924,United Grain Growers Ltd,Canadian Pacific,22000,agent_high
"Selkirk, E",MANITOBA,50.14361,-96.88389,4,1,4,1920,1924,Lake Of The Woods Milling Co Ltd,Canadian Pacific,25000,cgn_direct
Notre-Dame-de- Lourdes,MANITOBA,49.53306,-98.55778,4,1,4,1920,1924,N Bawlf Grain Co Ltd,Canadian Northern Ry Co,40000,cgn_direct
Batturum,SASKATCHEWAN,50.55004,-108.33403,4,4,1,1921,1921,Saskatchewan Co-operative Elevator Co Ltd,Canadian Pacific,40000,agent_high
Saltecoats,SASKATCHEWAN,51.04065,-102.16692,4,4,1,1921,1921,N Bawlf Grain Co Ltd,Canadian Pacific,40000,agent_high
Mansur,SASKATCHEWAN,49.72497,-103.7708,4,1,4,1915,1921,Standard Elevator Co Ltd,Grand Trunk Pacific Ry Co,30000,cgn_direct
Bremmer,ALBERTA,53.56306,-113.24667,4,1,4,1920,1924,Security Elevator Co Ltd,Grand Trunk Pacific Ry Co,30000,agent_high
Bunkild,MANITOBA,49.59278,-97.57444,4,3,3,1917,1923,United Grain Growers Ltd,Canadian National Rys,25000,agent_high
Fishing River,MANITOBA,51.44833,-100.08694,4,1,4,1923,1926,Northern Elevator Co Ltd,Canadian National Rys,30000,cgn_direct
Waskatenau,ALBERTA,54.09389,-112.78417,4,2,2,1923,1924,Alberta Pacific Grain Co Ltd,Canadian National Rys,35000,cgn_direct
Cymrie,SASKATCHEWAN,51.24127,-104.98451,4,4,1,1924,1924,Saskatchewan Co-operative Elevator Co Ltd,Canadian Pacific,30000,agent_medium
Vancouver.....*,BRITISH COLUMBIA,49.26111,-123.11389,4,3,3,1916,1924,A E Burnett & Co,Canadian Pacific,90000,cgn_direct
Macnutt,MANITOBA,51.08426,-101.60359,4,4,2,1925,1928,N Bawlf Grain Co Ltd British America Elevator Co Ltd Dominion Elevator Co Ltd,Canadian National Rys,60000,cgn_direct
Lac La Biche,ALBERTA,54.77028,-111.97917,4,1,4,1925,1928,Gillespie Grain Co Ltd,Alberta & Great Waterways Ry Co,40000,cgn_direct
Montreal.....✓,QUEBEC,45.50882,-73.55408,4,4,1,1926,1926,Montreal Harbour Commissioners No 1,Montreal Harbour Commissioners,4000000,cgn_direct
Ensign †,ALBERTA,50.475,-113.43167,4,4,1,1927,1927,Alberta Pool Elevators Ltd,Canadian Pacific,55000,cgn_direct
Dunshalt,ALBERTA,51.15333,-113.29778,4,1,4,1927,1930,Alberta Pacific Grain Co Ltd,Canadian National Rys,30000,cgn_direct
Swaiwell,ALBERTA,51.55722,-113.31833,4,4,1,1927,1927,Alberta Pool Elevators Ltd,Canadian National Rys,50000,agent_high
Enilda,ALBERTA,55.41694,-116.31139,4,1,4,1927,1941,United Grain Growers Ltd,Canadian Northern Alberta Ry Co,32000,cgn_direct
Bcausejour,MANITOBA,50.06222,-96.51611,4,3,2,1928,1943,Lake Of The Woods Milling Co Ltd,Canadian Pacific,45000,agent_high
Miniota..... (also C.N.R.),MANITOBA,50.14333,-101.03306,4,3,2,1928,1929,Lake Of The Woods Milling Co Ltd,Canadian Pacific,30000,cgn_direct
Rapid City..... (also C.N.R.),MANITOBA,50.12083,-100.03583,4,2,2,1928,1929,Manitoba Pool Elevators Ltd,Canadian Pacific,40000,cgn_direct
Russell..... (also C.N.R.),MANITOBA,50.78083,-101.28389,4,2,2,1928,1929,United Grain Growers Ltd,Canadian Pacific,32000,cgn_direct
Fairlight..... (also C.N.R.),MANITOBA,49.87585,-101.67941,4,2,2,1928,1930,Saskatchewan Pool Elevators Ltd,Canadian Pacific,45000,cgn_direct
Griffin..... (also C.N.R.),SASKATCHEWAN,49.66669,-103.43385,4,3,2,1928,1930,United Grain Growers Ltd,Canadian Pacific,35000,cgn_direct
Kinley..... (also C.N.R.),SASKATCHEWAN,52.06695,-107.42592,4,3,2,1928,1930,"Saskatchewan Pool Elevators Ltd ""a",Canadian Pacific,35000,cgn_direct
Saskatoon..... (also C.N.R.),SASKATCHEWAN,52.13965,-106.68618,4,2,2,1928,1929,(the Quaker Oats Co),Canadian Pacific,18000,cgn_direct
Unity..... (also C.N.R.),SASKATCHEWAN,52.44212,-109.15749,4,4,2,1928,1929,Saskatchewan Pool Elevators Ltd,Canadian Pacific,30000,cgn_direct
Fairlight..... (also C.P.R.),MANITOBA,49.87585,-101.67941,4,3,2,1928,1929,British America Elevator Co Ltd,Canadian National Rys,35000,cgn_direct
Wadena..... (also C.P.R.),SASKATCHEWAN,51.94593,-103.79568,4,3,2,1928,1929,Pioneer Grain Co Ltd,Canadian National Rys,35000,cgn_direct
White Pool,SASKATCHEWAN,51.81234,-108.90984,4,1,4,1928,1939,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Beiseker..... (also C.N.R.),ALBERTA,51.385,-113.53611,4,4,1,1928,1928,Parrish & Heimbecker Ltd,Canadian Pacific,40000,cgn_direct
Beiseker..... (also C.P.R.),ALBERTA,51.385,-113.53611,4,2,2,1928,1929,Alberta Pool Elevators Ltd,Canadian National Rys,55000,cgn_direct
Irricana..... (also C.P.R.),ALBERTA,51.32361,-113.60806,4,3,3,1928,1930,N Bawlf Grain Co Ltd,Canadian National Rys,40000,cgn_direct
Highridge,ALBERTA,54.0425,-114.13611,4,1,4,1928,1939,United Grain Growers Ltd,Canadian Northern Alberta Ry Co,32000,cgn_direct
Virden..... (also C.N.R.),MANITOBA,49.85083,-100.93167,4,2,2,1929,1930,Ogilvie Flour Mills Co Ltd,Canadian Pacific,35000,cgn_direct
Anglin,SASKATCHEWAN,51.56672,-108.16736,4,4,1,1929,1929,Saskatchewan Pool Elevators Ltd,Canadian Pacific,30000,agent_medium
Arclee,SASKATCHEWAN,52.25923,-107.50326,4,4,1,1929,1929,National Elevator Co Ltd,Canadian Pacific,35000,agent_medium
Asquith..... (also C.P.R.),SASKATCHEWAN,52.13477,-107.22661,4,3,2,1929,1930,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Balcarres..... (also C.P.R.),SASKATCHEWAN,50.80496,-103.54425,4,2,2,1929,1930,Northern Elevator Co Ltd,Canadian National Rys,35000,cgn_direct
MacRorie,SASKATCHEWAN,51.32538,-107.08758,4,2,2,1929,1930,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Moscley,SASKATCHEWAN,52.29651,-105.04056,4,4,1,1929,1929,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,agent_high
Clan William,MANITOBA,50.36194,-99.81472,4,4,1,1915,1915,Clan William Farmers Elevator Co,Canadian Northern Ry Co,40000,cgn_direct
Forrestburg,ALBERTA,52.58389,-112.06444,4,4,1,1916,1916,North Star Grain Co Ltd,Canadian Northern Ry Co,35000,agent_high
Grandall,MANITOBA,50.15,-100.78444,4,4,2,1917,1941,Ogilvie Flour Mills Co Ltd,Canadian Pacific,35000,agent_high
Minota,MANITOBA,50.14333,-101.03306,4,3,1,1917,1917,United Grain Growers Ltd,Canadian Pacific,30000,agent_high
Balgowie,SASKATCHEWAN,50.49146,-104.26291,4,4,1,1917,1917,Dominion Elevator Co Ltd,Canadian Pacific,40000,agent_high
Brownlea,SASKATCHEWAN,50.73634,-106.02099,4,4,1,1917,1917,Saskatchewan Co-operative Elevator Co Ltd,Canadian Pacific,35000,agent_high
Herchel,SASKATCHEWAN,51.63338,-108.3507,4,4,1,1917,1917,Saskatchewan Co-operative Elevator Co Ltd,Canadian Pacific,35000,agent_high
North Rosetown,SASKATCHEWAN,51.56528,-107.99051,4,1,4,1917,1920,Saskatchewan Co-operative Elevator Co Ltd,Canadian Pacific,30000,cgn_direct
Wynark,SASKATCHEWAN,50.1098,-107.73399,4,4,1,1917,1917,Saskatchewan & Western Elevator Co Ltd,Canadian Pacific,30000,agent_medium
Kennaston,SASKATCHEWAN,51.50251,-106.27093,4,4,1,1917,1917,Saskatchewan Co-operative Elevator Co Ltd,Canadian Northern Ry Co,30000,agent_high
Kipistino,SASKATCHEWAN,52.95081,-105.02997,4,4,1,1917,1917,Saskatchewan Co-operative Elevator Co Ltd,Canadian Northern Ry Co,30000,agent_high
Dayland,ALBERTA,52.86417,-112.255,4,4,1,1917,1917,Quaker Oats Co,Canadian Pacific,40000,agent_high
Kitseoty,ALBERTA,53.34194,-110.33333,4,4,1,1917,1917,British America Elevator Co Ltd,Canadian Northern Ry Co,40000,agent_high
Claimont,ALBERTA,55.26139,-118.79361,4,4,1,1917,1917,Gillispie Elevator Co Ltd,,35000,agent_high
Grand Collee,SASKATCHEWAN,50.43225,-104.8176,4,2,1,1918,1918,John Nicks,Canadian Pacific,37000,agent_high
Herschell,SASKATCHEWAN,51.63338,-108.3507,4,4,1,1918,1918,Saskatchewan Co-operative Elevator Co Ltd,Canadian Pacific,50000,agent_high
Fonchill,SASKATCHEWAN,51.21017,-102.68492,4,2,2,1918,1920,N Bawlf Grain Co Ltd,Canadian Northern Ry Co,60000,agent_high
Impress,ALBERTA,50.95556,-110.00583,4,4,1,1919,1919,N Bawlf Grain Co Ltd,Canadian Pacific,30000,agent_high
Lewyan,SASKATCHEWAN,50.00003,-104.10055,4,4,1,1920,1920,Atlas Elevator Co Ltd,Grand Trunk Pacific Ry Co,40000,agent_medium
Codarre,SASKATCHEWAN,50.13514,-106.38411,4,4,1,1930,1930,Province Elevator Co Ltd,Canadian Pacific,30000,agent_high
Lac du Bonnet,MANITOBA,50.25361,-96.06056,4,1,3,1939,1943,Canadian Consol Grain Co Ltd,Canadian Pacific,32000,cgn_direct
"Winnipeg..... (See pages 25, 34, 36 and 38)",MANITOBA,49.88444,-97.14639,4,4,1,1939,1939,Ogilvie Flour Mills Co Ltd,Canadian National Rys,450000,cgn_direct
Foxford,SASKATCHEWAN,53.45949,-105.12558,4,1,3,1939,1941,Mccabe Bros Grain Co Ltd,Canadian Pacific,30000,cgn_direct
Mossbank..... (See page 104),SASKATCHEWAN,49.93963,-105.96317,4,4,1,1939,1939,"Saskatchewan Pool Elevators Ltd ""a",Canadian Pacific,30000,cgn_direct
Young..... (See page 116),SASKATCHEWAN,51.76523,-105.74447,4,3,2,1939,1943,"Saskatchewan Pool Elevators Ltd ""b",Canadian Pacific,30000,cgn_direct
Hudson Bay Junction,SASKATCHEWAN,52.84282,-102.37569,4,1,3,1939,1943,Western Grain Co Ltd,Canadian National Rys,30000,agent_high
Lyons,SASKATCHEWAN,51.26115,-107.02147,4,1,3,1939,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Vanduro,SASKATCHEWAN,50.00788,-102.10884,4,1,3,1939,1941,Saskatchewan Pool Elevators Ltd,Canadian National Rys,26000,agent_high
Nier,ALBERTA,51.41389,-114.16806,4,1,4,1939,1943,Parrish & Heimbecker Ltd,Canadian Pacific,49000,cgn_direct
Red Deer..... (See page 157),ALBERTA,52.26861,-113.81028,4,4,1,1939,1939,Alberta Pacific Grain Co Ltd,Canadian Pacific,41000,cgn_direct
Winfield,ALBERTA,52.96528,-114.42306,4,1,3,1939,1941,Gillespie Grain Co Ltd,Canadian Pacific,9000,cgn_direct
Ardmore,ALBERTA,54.33194,-110.48278,4,1,3,1939,1941,Searle Grain Co Ltd,Canadian National Rys,30000,cgn_direct
Mackay,ALBERTA,53.64278,-115.58639,4,1,3,1939,1941,Gillespie Grain Co Ltd,Canadian National Rys,9000,cgn_direct
Smith,ALBERTA,55.16278,-114.03694,4,1,3,1939,1941,Midland & Pacific Grain Corp Ltd,Canadian Northern Alberta Ry Co,6050,cgn_direct
"Calgary..... (See pages 127, 168, 169 and 172)",ALBERTA,51.04583,-114.0575,4,2,1,1939,1939,Canada Malting Co Ltd,,650000,cgn_direct
Winkler..... (See page 37),MANITOBA,49.18167,-97.94028,4,4,1,1940,1940,Ogilvie Flour Mills Co Ltd,Canadian Pacific,37000,cgn_direct
Broad Valley,MANITOBA,50.98556,-97.65111,4,1,3,1940,1943,Federal Grain Ltd,Canadian National Rys,30000,cgn_direct
"Winnipeg..... (See pages 26, 36, 38 and 40)",MANITOBA,49.88444,-97.14639,4,3,1,1940,1940,Ogilvie Flour Mills Co Ltd,Canadian National Rys,450000,cgn_direct
Balcarres..... (See page 86),SASKATCHEWAN,50.80496,-103.54425,4,4,1,1940,1940,Canadian Consol Grain Co Ltd,Canadian Pacific,28000,cgn_direct
Biggar..... (See page 49),SASKATCHEWAN,52.06346,-107.97907,4,2,2,1940,1941,"Saskatchewan Pool Elevators Ltd ""b",Canadian National Rys,33000,cgn_direct
Big River,SASKATCHEWAN,53.8351,-107.03306,4,1,3,1940,1943,Searle Grain Co Ltd,Canadian National Rys,35000,cgn_direct
Bodmin,SASKATCHEWAN,53.75843,-106.98188,4,1,3,1940,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Cazalet,SASKATCHEWAN,52.03902,-107.7722,4,1,3,1940,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Polwarth,SASKATCHEWAN,53.42997,-106.73434,4,1,3,1940,1943,National Grain Co Ltd,Canadian National Rys,39000,cgn_direct
Prairie River,SASKATCHEWAN,52.86143,-102.99297,4,1,3,1940,1943,Searle Grain Co Ltd,Canadian National Rys,30000,cgn_direct
Watson..... (See page 81),SASKATCHEWAN,52.12942,-104.51884,4,4,1,1940,1940,Parrish & Heimbecker Ltd,Canadian National Rys,39000,cgn_direct
Whitepool,SASKATCHEWAN,51.81234,-108.90984,4,1,3,1940,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Goodsoil,SASKATCHEWAN,54.40407,-109.23415,4,1,3,1940,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,20000,cgn_direct
Cecil,ALBERTA,50.11028,-111.61111,4,2,3,1940,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,35000,cgn_direct
Rosevear,ALBERTA,53.66944,-116.15083,4,1,3,1940,1943,Searle Grain Co Ltd,Canadian National Rys,32000,cgn_direct
High Ridge,ALBERTA,54.0425,-114.13611,4,1,3,1940,1943,United Grain Growers Ltd,Canadian Northern Alberta Ry Co,30000,cgn_direct
"Calgary..... (See pages 133, 174, 175 and 178)",ALBERTA,51.04583,-114.0575,4,2,1,1940,1940,Canada Malting Co Ltd,,650000,cgn_direct
Humberstone,ONTARIO,42.89917,-79.26,4,1,3,1940,1943,Robin Hood Flour Mills Ltd,Canadian Northern Alberta Ry Co,2000000,cgn_direct
Peterborough,ONTARIO,44.30111,-78.33333,4,1,3,1940,1943,James Richardson & Sons Ltd,Canadian Northern Alberta Ry Co,225000,cgn_direct
St. Boniface..... (See pages 26 and 40),MANITOBA,49.875,-97.07972,4,2,1,1941,1941,Dominion Linseed Oil Co Ltd,Canadian National Rys,1050000,cgn_direct
Kinley..... (See page 103),SASKATCHEWAN,52.06695,-107.42592,4,2,1,1941,1941,"Saskatchewan Pool Elevators Ltd ""a",Canadian Pacific,30000,cgn_direct
Girouxville,ALBERTA,55.75361,-117.33889,4,4,2,1941,1943,Midland & Pacific Grain Corp Ltd The Alberta Pacific Grain Co Ltd Alberta Wheat Pool,Canadian Northern Alberta Ry Co,52000,cgn_direct
"Fort William..... (See pages 192, 193 and 194)",ONTARIO,48.35434,-89.26268,4,2,1,1941,1941,Empress Grain Co,Canadian Northern Alberta Ry Co,,cgn_direct
Watson..... (See page 82),SASKATCHEWAN,52.12942,-104.51884,4,4,1,1941,1941,Parrish & Heimbecker Ltd,Canadian National Rys,39000,cgn_direct
"Winnipeg..... (See pages 26, 35, 37 and 39)",MANITOBA,49.88444,-97.14639,4,3,1,1943,1943,Ogilvie Flour Mills Co Ltd,Canadian National Rys,450000,cgn_direct
Watson..... (See page 79),SASKATCHEWAN,52.12942,-104.51884,4,4,1,1943,1943,Parrish & Heimbecker Ltd,Canadian National Rys,39000,cgn_direct
Bulyca,SASKATCHEWAN,50.98648,-104.86818,3,3,1,1911,1911,Leitch Bros Flour Mills,Canadian Pacific,30000,agent_medium
Mörtlach,SASKATCHEWAN,50.45562,-106.06812,3,3,1,1911,1911,Central Grain Co,Canadian Pacific,30000,cgn_direct
Ogma,SASKATCHEWAN,49.57364,-104.91556,3,3,1,1911,1911,International Elevator Co,Canadian Pacific,28000,agent_high
Tantillon,MANITOBA,50.53551,-101.84084,3,3,1,1911,1911,Mclaughlin Elevator Co,Canadian Pacific,30000,agent_high
Tatagua,SASKATCHEWAN,49.65197,-104.00307,3,3,3,1911,1915,Golden West Grain Co,Canadian Pacific,30000,agent_high
Petrel,MANITOBA,49.97306,-99.39667,3,1,3,1911,1913,Randall Gee & Mitchell,Canadian Northern Ry Co,25000,cgn_direct
Scarth,MANITOBA,49.73028,-100.94972,3,2,3,1911,1913,D D Bald,Canadian Northern Ry Co,20000,cgn_direct
Otterburn,MANITOBA,49.49722,-97.05167,3,1,3,1912,1914,Northern Elevator Co,Canadian Pacific,14000,agent_high
Broro,SASKATCHEWAN,50.58338,-104.68389,3,2,3,1912,1914,Wm Grant Grain Co,Canadian Pacific,30000,agent_medium
Hazel Cliffe,MANITOBA,50.56667,-101.96714,3,2,3,1912,1914,Saskatchewan Co-operative Elevator Coe,Canadian Pacific,30000,cgn_direct
Lathom,ALBERTA,50.7225,-112.33083,3,1,3,1912,1914,Smith And Saar,Canadian Pacific,20000,cgn_direct
Groose Isle,MANITOBA,50.06361,-97.44167,3,1,3,1912,1914,Grain Growers Grain Co,Canadian Northern Ry Co,35000,agent_high
Bladsworth,SASKATCHEWAN,51.36742,-106.13917,3,3,1,1912,1912,British America Elevator Co,Canadian Northern Ry Co,35000,agent_high
Brier Crest,SASKATCHEWAN,50.16729,-105.26492,3,3,1,1912,1912,Reliance Grain Co,Canadian Northern Ry Co,30000,cgn_direct
Steven,SASKATCHEWAN,52.67841,-103.52833,3,3,2,1912,1913,Jas Richardson & Sons E,Canadian Northern Ry Co,30000,agent_high
Meham,SASKATCHEWAN,51.29854,-102.44288,3,2,3,1912,1914,Atlas Elevator Co E,Grand Trunk Pacific Ry Co,30000,agent_medium
Alexander.....*,MANITOBA,49.83,-100.29528,3,3,1,1921,1921,Maple Leaf Milling Co Ltd,Canadian Pacific,40000,cgn_direct
Molin,MANITOBA,50.18056,-100.18611,3,3,2,1920,1921,N Bawlf Grain Co Ltd,Canadian Northern Ry Co,30000,agent_high
"Rosetown, North",SASKATCHEWAN,51.55485,-107.99018,3,1,3,1921,1924,Saskatchewan Co-operative Elevator Co Ltd,Canadian Pacific,30000,cgn_direct
Dalesford,SASKATCHEWAN,52.50468,-104.90887,3,2,3,1921,1924,Standard Elevator Co Ltd Canada West Grain Co Ltd,Canadian National Rys,30000,agent_high
Colville,SASKATCHEWAN,51.7096,-109.24529,3,3,1,1921,1921,Scottish Co-operative Wholesale Society Ltd,Grand Trunk Pacific Ry Co,30000,agent_high
Bowdon,ALBERTA,51.93222,-114.03472,3,2,2,1920,1921,Alberta Pacific Grain Co Ltd,Canadian Pacific,30000,agent_medium
"Edmonton, South... (Strathcona)",ALBERTA,53.53444,-113.49028,3,3,1,1921,1921,Western Canada Flour Mills Co Ltd,Canadian Pacific,45000,cgn_direct
Hasketh,ALBERTA,51.47028,-112.97528,3,1,3,1921,1924,Alberta Pacific Grain Co Ltd,Canadian Pacific,35000,agent_high
Dubue,SASKATCHEWAN,50.68322,-102.47687,3,3,1,1923,1923,Ogilvie Flour Mills Co Ltd,Canadian Pacific,30000,agent_medium
Summeiberry,SASKATCHEWAN,50.42597,-103.09431,3,3,1,1923,1923,N M Paterson & Co Ltd,Canadian Pacific,50000,agent_high
Dixon Siding,SASKATCHEWAN,52.20003,-105.21722,3,2,3,1923,1925,Liberty Grain Co Ltd,Canadian National Rys,30000,agent_high
Peace River.....*,ALBERTA,56.23583,-117.29861,3,2,2,1923,1924,Gillespie Grain Co Ltd,Canada Central Ry Co,48000,cgn_direct
Ravensorag,SASKATCHEWAN,49.49311,-109.09561,3,2,2,1915,1924,State Elevator Co Ltd,Canadian Pacific,30000,agent_high
Ciemens,SASKATCHEWAN,52.77937,-104.58173,3,3,1,1925,1925,Lake Of The Woods Milling Co Ltd,Canadian Pacific,30000,agent_high
St. Boniface.....*,MANITOBA,49.875,-97.07972,3,3,1,1925,1925,N M Paterson & Co Ltd,Canadian Pacific,750000,cgn_direct
Carberry..... (also C.N.R.),MANITOBA,49.86889,-99.35944,3,2,2,1928,1929,Province Elevator Co Ltd,Canadian Pacific,30000,cgn_direct
Roland..... (also C.N.R.),MANITOBA,49.36639,-97.94,3,2,2,1928,1929,Victoria Elevator Co Ltd,Canadian Pacific,35000,cgn_direct
Eriksdale,MANITOBA,50.86278,-98.10111,3,1,3,1928,1930,Lake Of The Woods Milling Co Ltd,Canadian National Rys,20000,cgn_direct
Gladstone..... (also C.P.R.),MANITOBA,50.22583,-98.95,3,1,3,1928,1930,N M Paterson & Co Ltd,Canadian National Rys,30000,cgn_direct
Jordon,MANITOBA,49.99917,-97.34333,3,1,3,1928,1930,Manitoba Pool Elevators Ltd,Canadian National Rys,30000,agent_medium
Minto..... (also G.N.R.),MANITOBA,49.4075,-100.02111,3,3,2,1928,1929,N M Paterson & Co Ltd,Canadian National Rys,40000,cgn_direct
Balcarres..... (also C.N.R.),SASKATCHEWAN,50.80496,-103.54425,3,2,3,1928,1930,Western Grain Co Ltd *the Ogilvie Flour Mills Co Ltd Federal Grain Ltd The Canadian Consolidated Grain Co Ltd,Canadian Pacific,,cgn_direct
Biggar..... (also C.N.R.),SASKATCHEWAN,52.06346,-107.97907,3,2,3,1928,1930,"Saskatchewan Pool Elevators Ltd ""a",Canadian Pacific,25000,cgn_direct
Caxton Siding,SASKATCHEWAN,49.68336,-103.1505,3,1,3,1928,1930,United Grain Growers Ltd,Canadian Pacific,32000,agent_high
Gronlid..... (Edenbridge),SASKATCHEWAN,53.10013,-104.46404,3,3,1,1928,1928,Searle Grain Co Ltd,Canadian Pacific,30000,cgn_direct
Regina..... (also C.N.R.),SASKATCHEWAN,50.45484,-104.60661,3,3,1,1928,1928,Ogilvie Flour Mills Co Ltd,Canadian Pacific,27000,cgn_direct
Wadena..... (also C.N.R.),SASKATCHEWAN,51.94593,-103.79568,3,1,3,1928,1930,Saskatchewan Pool Elevators Ltd,Canadian Pacific,30000,cgn_direct
Watson..... (also C.N.R.),SASKATCHEWAN,52.12942,-104.51884,3,1,3,1928,1930,National Elevator Co Ltd,Canadian Pacific,35000,cgn_direct
Reford..... (also C.P.R.),SASKATCHEWAN,52.32102,-108.7111,3,2,2,1928,1929,Saskatchewan Pool Elevators Ltd,Canadian National Rys,45000,cgn_direct
Regina..... (also C.P.R.),SASKATCHEWAN,50.45484,-104.60661,3,2,2,1928,1929,Steele Briggs Seed Co Ltd,Canadian National Rys,50000,cgn_direct
Wartime..... (also C.P.R.),SASKATCHEWAN,51.21257,-108.19499,3,3,2,1928,1929,Federal Grain Co Ltd,Canadian National Rys,30000,cgn_direct
Camrose..... (also C.N.R.),ALBERTA,53.02472,-112.82417,3,3,1,1928,1928,United Grain Growers Ltd,Canadian Pacific,40000,cgn_direct
Stettler..... (also C.N.R.),ALBERTA,52.32389,-112.70444,3,3,1,1928,1928,Alberta Pool Elevators Ltd,Canadian Pacific,60000,cgn_direct
Sylvan Lake..... (also C.N.R.),ALBERTA,52.30889,-114.09778,3,2,2,1928,1930,Alberta Pacific Grain Co Ltd,Canadian Pacific,35000,cgn_direct
